label,state,estimate,moe,percent,percent moe,year
"        Management, business, science, and arts occupations",Louisiana,633208.0,7223.0,31.7,0.3,2013
        Service occupations,Louisiana,377217.0,3912.0,18.9,0.2,2013
        Sales and office occupations,Louisiana,489297.0,4717.0,24.5,0.2,2013
"        Natural resources, construction, and maintenance occupations",Louisiana,247268.0,3348.0,12.4,0.2,2013
"        Production, transportation, and material moving occupations",Louisiana,248388.0,3494.0,12.4,0.2,2013
Civilian employed population 16 years and over,Maine,647099.0,2972.0,100.0,,2013
"        Management, business, science, and arts occupations",Maine,227403.0,2920.0,35.1,0.4,2013
        Service occupations,Maine,118513.0,2128.0,18.3,0.3,2013
        Sales and office occupations,Maine,155969.0,2130.0,24.1,0.3,2013
"        Natural resources, construction, and maintenance occupations",Maine,70871.0,1664.0,11.0,0.3,2013
"        Production, transportation, and material moving occupations",Maine,74343.0,1946.0,11.5,0.3,2013
Civilian employed population 16 years and over,Maryland,2926198.0,7119.0,100.0,,2013
"        Management, business, science, and arts occupations",Maryland,1292634.0,8181.0,44.2,0.3,2013
        Service occupations,Maryland,494955.0,6069.0,16.9,0.2,2013
        Sales and office occupations,Maryland,679897.0,5958.0,23.2,0.2,2013
"        Natural resources, construction, and maintenance occupations",Maryland,232132.0,3548.0,7.9,0.1,2013
"        Production, transportation, and material moving occupations",Maryland,226580.0,3469.0,7.7,0.1,2013
Civilian employed population 16 years and over,Massachusetts,3308547.0,6941.0,100.0,,2013
"        Management, business, science, and arts occupations",Massachusetts,1441891.0,8833.0,43.6,0.2,2013
        Service occupations,Massachusetts,573375.0,5538.0,17.3,0.2,2013
        Sales and office occupations,Massachusetts,771376.0,5423.0,23.3,0.2,2013
"        Natural resources, construction, and maintenance occupations",Massachusetts,228865.0,3774.0,6.9,0.1,2013
"        Production, transportation, and material moving occupations",Massachusetts,293040.0,3987.0,8.9,0.1,2013
Civilian employed population 16 years and over,Michigan,4242948.0,9421.0,100.0,,2013
"        Management, business, science, and arts occupations",Michigan,1460410.0,8620.0,34.4,0.2,2013
        Service occupations,Michigan,788907.0,5485.0,18.6,0.1,2013
        Sales and office occupations,Michigan,1039814.0,5926.0,24.5,0.1,2013
"        Natural resources, construction, and maintenance occupations",Michigan,330930.0,3442.0,7.8,0.1,2013
"        Production, transportation, and material moving occupations",Michigan,622887.0,5240.0,14.7,0.1,2013
Civilian employed population 16 years and over,Minnesota,2748174.0,5534.0,100.0,,2013
"        Management, business, science, and arts occupations",Minnesota,1065725.0,7120.0,38.8,0.2,2013
        Service occupations,Minnesota,456407.0,4219.0,16.6,0.2,2013
        Sales and office occupations,Minnesota,654658.0,4152.0,23.8,0.1,2013
"        Natural resources, construction, and maintenance occupations",Minnesota,219039.0,2422.0,8.0,0.1,2013
"        Production, transportation, and material moving occupations",Minnesota,352345.0,3469.0,12.8,0.1,2013
Civilian employed population 16 years and over,Mississippi,1194436.0,5421.0,100.0,,2013
"        Management, business, science, and arts occupations",Mississippi,368427.0,4603.0,30.8,0.3,2013
        Service occupations,Mississippi,213619.0,3559.0,17.9,0.3,2013
        Sales and office occupations,Mississippi,284515.0,3496.0,23.8,0.3,2013
"        Natural resources, construction, and maintenance occupations",Mississippi,135719.0,3068.0,11.4,0.3,2013
"        Production, transportation, and material moving occupations",Mississippi,192156.0,3558.0,16.1,0.3,2013
Civilian employed population 16 years and over,Missouri,2770617.0,6750.0,100.0,,2013
"        Management, business, science, and arts occupations",Missouri,956605.0,6587.0,34.5,0.2,2013
        Service occupations,Missouri,498458.0,4596.0,18.0,0.2,2013
        Sales and office occupations,Missouri,696630.0,5031.0,25.1,0.2,2013
"        Natural resources, construction, and maintenance occupations",Missouri,247212.0,3747.0,8.9,0.1,2013
"        Production, transportation, and material moving occupations",Missouri,371712.0,4023.0,13.4,0.1,2013
Civilian employed population 16 years and over,Montana,477015.0,2689.0,100.0,,2013
"        Management, business, science, and arts occupations",Montana,167555.0,2516.0,35.1,0.5,2013
        Service occupations,Montana,91789.0,2230.0,19.2,0.5,2013
        Sales and office occupations,Montana,112680.0,2524.0,23.6,0.5,2013
"        Natural resources, construction, and maintenance occupations",Montana,59096.0,1558.0,12.4,0.3,2013
"        Production, transportation, and material moving occupations",Montana,45895.0,1282.0,9.6,0.3,2013
Civilian employed population 16 years and over,Nebraska,948701.0,2997.0,100.0,,2013
"        Management, business, science, and arts occupations",Nebraska,333619.0,3063.0,35.2,0.3,2013
        Service occupations,Nebraska,157967.0,2328.0,16.7,0.2,2013
        Sales and office occupations,Nebraska,233074.0,2443.0,24.6,0.2,2013
"        Natural resources, construction, and maintenance occupations",Nebraska,95442.0,1648.0,10.1,0.2,2013
"        Production, transportation, and material moving occupations",Nebraska,128599.0,1857.0,13.6,0.2,2013
Civilian employed population 16 years and over,Nevada,1229604.0,4223.0,100.0,,2013
"        Management, business, science, and arts occupations",Nevada,341708.0,4510.0,27.8,0.3,2013
        Service occupations,Nevada,340399.0,3939.0,27.7,0.3,2013
        Sales and office occupations,Nevada,317255.0,3847.0,25.8,0.3,2013
"        Natural resources, construction, and maintenance occupations",Nevada,110377.0,2593.0,9.0,0.2,2013
"        Production, transportation, and material moving occupations",Nevada,119865.0,2794.0,9.7,0.2,2013
Civilian employed population 16 years and over,New Hampshire,690769.0,3053.0,100.0,,2013
"        Management, business, science, and arts occupations",New Hampshire,271736.0,3401.0,39.3,0.5,2013
        Service occupations,New Hampshire,109023.0,2401.0,15.8,0.3,2013
        Sales and office occupations,New Hampshire,171166.0,2654.0,24.8,0.4,2013
"        Natural resources, construction, and maintenance occupations",New Hampshire,61636.0,1615.0,8.9,0.2,2013
"        Production, transportation, and material moving occupations",New Hampshire,77208.0,2158.0,11.2,0.3,2013
Civilian employed population 16 years and over,New Jersey,4197483.0,8824.0,100.0,,2013
"        Management, business, science, and arts occupations",New Jersey,1693245.0,8732.0,40.3,0.2,2013
        Service occupations,New Jersey,699730.0,6515.0,16.7,0.2,2013
        Sales and office occupations,New Jersey,1065523.0,7018.0,25.4,0.1,2013
"        Natural resources, construction, and maintenance occupations",New Jersey,305937.0,3551.0,7.3,0.1,2013
"        Production, transportation, and material moving occupations",New Jersey,433048.0,4747.0,10.3,0.1,2013
Civilian employed population 16 years and over,New Mexico,876823.0,4027.0,100.0,,2013
"        Management, business, science, and arts occupations",New Mexico,308827.0,3544.0,35.2,0.4,2013
        Service occupations,New Mexico,179888.0,2956.0,20.5,0.3,2013
        Sales and office occupations,New Mexico,206359.0,3001.0,23.5,0.3,2013
"        Natural resources, construction, and maintenance occupations",New Mexico,102092.0,2106.0,11.6,0.2,2013
"        Production, transportation, and material moving occupations",New Mexico,79657.0,2023.0,9.1,0.2,2013
Civilian employed population 16 years and over,New York,9062757.0,13337.0,100.0,,2013
"        Management, business, science, and arts occupations",New York,3508106.0,17603.0,38.7,0.2,2013
        Service occupations,New York,1816425.0,10108.0,20.0,0.1,2013
        Sales and office occupations,New York,2207145.0,10924.0,24.4,0.1,2013
"        Natural resources, construction, and maintenance occupations",New York,669818.0,6054.0,7.4,0.1,2013
"        Production, transportation, and material moving occupations",New York,861263.0,6751.0,9.5,0.1,2013
Civilian employed population 16 years and over,North Carolina,4234977.0,11535.0,100.0,,2013
"        Management, business, science, and arts occupations",North Carolina,1513080.0,11645.0,35.7,0.2,2013
        Service occupations,North Carolina,744260.0,6789.0,17.6,0.2,2013
        Sales and office occupations,North Carolina,1010505.0,6721.0,23.9,0.1,2013
"        Natural resources, construction, and maintenance occupations",North Carolina,406778.0,5109.0,9.6,0.1,2013
"        Production, transportation, and material moving occupations",North Carolina,560354.0,6488.0,13.2,0.2,2013
Civilian employed population 16 years and over,North Dakota,371612.0,1909.0,100.0,,2013
"        Management, business, science, and arts occupations",North Dakota,128509.0,2136.0,34.6,0.5,2013
        Service occupations,North Dakota,63978.0,1297.0,17.2,0.3,2013
        Sales and office occupations,North Dakota,86543.0,1548.0,23.3,0.4,2013
"        Natural resources, construction, and maintenance occupations",North Dakota,46883.0,1205.0,12.6,0.3,2013
"        Production, transportation, and material moving occupations",North Dakota,45699.0,1280.0,12.3,0.3,2013
Civilian employed population 16 years and over,Ohio,5266386.0,10156.0,100.0,,2013
"        Management, business, science, and arts occupations",Ohio,1811034.0,11684.0,34.4,0.2,2013
        Service occupations,Ohio,942008.0,6005.0,17.9,0.1,2013
        Sales and office occupations,Ohio,1291770.0,6115.0,24.5,0.1,2013
"        Natural resources, construction, and maintenance occupations",Ohio,409801.0,4312.0,7.8,0.1,2013
"        Production, transportation, and material moving occupations",Ohio,811773.0,5327.0,15.4,0.1,2013
Civilian employed population 16 years and over,Oklahoma,1686404.0,5265.0,100.0,,2013
"        Management, business, science, and arts occupations",Oklahoma,551617.0,4086.0,32.7,0.2,2013
        Service occupations,Oklahoma,298034.0,3848.0,17.7,0.2,2013
        Sales and office occupations,Oklahoma,416911.0,4189.0,24.7,0.2,2013
"        Natural resources, construction, and maintenance occupations",Oklahoma,201897.0,2687.0,12.0,0.2,2013
"        Production, transportation, and material moving occupations",Oklahoma,217945.0,2636.0,12.9,0.2,2013
Civilian employed population 16 years and over,Oregon,1736894.0,5920.0,100.0,,2013
"        Management, business, science, and arts occupations",Oregon,634691.0,6248.0,36.5,0.3,2013
        Service occupations,Oregon,318427.0,3971.0,18.3,0.2,2013
        Sales and office occupations,Oregon,419680.0,4025.0,24.2,0.2,2013
"        Natural resources, construction, and maintenance occupations",Oregon,157860.0,3341.0,9.1,0.2,2013
"        Production, transportation, and material moving occupations",Oregon,206236.0,2967.0,11.9,0.2,2013
Civilian employed population 16 years and over,Pennsylvania,5914876.0,11100.0,100.0,,2013
"        Management, business, science, and arts occupations",Pennsylvania,2143993.0,11787.0,36.2,0.2,2013
        Service occupations,Pennsylvania,1029157.0,7978.0,17.4,0.1,2013
        Sales and office occupations,Pennsylvania,1451596.0,7825.0,24.5,0.1,2013
"        Natural resources, construction, and maintenance occupations",Pennsylvania,493001.0,3817.0,8.3,0.1,2013
"        Production, transportation, and material moving occupations",Pennsylvania,797129.0,6548.0,13.5,0.1,2013
Civilian employed population 16 years and over,Puerto Rico,1099138.0,5540.0,100.0,,2013
"        Management, business, science, and arts occupations",Puerto Rico,340104.0,4203.0,30.9,0.3,2013
        Service occupations,Puerto Rico,225969.0,3358.0,20.6,0.3,2013
        Sales and office occupations,Puerto Rico,304909.0,3879.0,27.7,0.3,2013
"        Natural resources, construction, and maintenance occupations",Puerto Rico,107815.0,2142.0,9.8,0.2,2013
"        Production, transportation, and material moving occupations",Puerto Rico,120341.0,2694.0,10.9,0.2,2013
Civilian employed population 16 years and over,Rhode Island,509865.0,2934.0,100.0,,2013
"        Management, business, science, and arts occupations",Rhode Island,187957.0,2619.0,36.9,0.5,2013
        Service occupations,Rhode Island,101685.0,2501.0,19.9,0.5,2013
        Sales and office occupations,Rhode Island,125585.0,1980.0,24.6,0.4,2013
"        Natural resources, construction, and maintenance occupations",Rhode Island,35965.0,1333.0,7.1,0.3,2013
"        Production, transportation, and material moving occupations",Rhode Island,58673.0,1883.0,11.5,0.4,2013
Civilian employed population 16 years and over,South Carolina,2003023.0,7302.0,100.0,,2013
"        Management, business, science, and arts occupations",South Carolina,651733.0,5354.0,32.5,0.2,2013
        Service occupations,South Carolina,368999.0,5012.0,18.4,0.2,2013
        Sales and office occupations,South Carolina,505499.0,4366.0,25.2,0.2,2013
"        Natural resources, construction, and maintenance occupations",South Carolina,189433.0,3372.0,9.5,0.2,2013
"        Production, transportation, and material moving occupations",South Carolina,287359.0,4012.0,14.3,0.2,2013
Civilian employed population 16 years and over,South Dakota,418991.0,2279.0,100.0,,2013
"        Management, business, science, and arts occupations",South Dakota,144412.0,2222.0,34.5,0.5,2013
        Service occupations,South Dakota,73795.0,1826.0,17.6,0.4,2013
        Sales and office occupations,South Dakota,102722.0,2112.0,24.5,0.5,2013
"        Natural resources, construction, and maintenance occupations",South Dakota,45756.0,1192.0,10.9,0.3,2013
"        Production, transportation, and material moving occupations",South Dakota,52306.0,1237.0,12.5,0.3,2013
Civilian employed population 16 years and over,Tennessee,2806948.0,8635.0,100.0,,2013
"        Management, business, science, and arts occupations",Tennessee,940208.0,7726.0,33.5,0.2,2013
        Service occupations,Tennessee,476481.0,5083.0,17.0,0.2,2013
        Sales and office occupations,Tennessee,715642.0,6402.0,25.5,0.2,2013
"        Natural resources, construction, and maintenance occupations",Tennessee,256594.0,3860.0,9.1,0.1,2013
"        Production, transportation, and material moving occupations",Tennessee,418023.0,4527.0,14.9,0.2,2013
Civilian employed population 16 years and over,Texas,11569041.0,16244.0,100.0,,2013
"        Management, business, science, and arts occupations",Texas,4001463.0,19974.0,34.6,0.2,2013
        Service occupations,Texas,2053025.0,12078.0,17.7,0.1,2013
        Sales and office occupations,Texas,2878221.0,13700.0,24.9,0.1,2013
"        Natural resources, construction, and maintenance occupations",Texas,1274423.0,9654.0,11.0,0.1,2013
"        Production, transportation, and material moving occupations",Texas,1361909.0,8739.0,11.8,0.1,2013
Civilian employed population 16 years and over,Utah,1275709.0,4319.0,100.0,,2013
"        Management, business, science, and arts occupations",Utah,463266.0,4143.0,36.3,0.3,2013
        Service occupations,Utah,200229.0,3113.0,15.7,0.2,2013
        Sales and office occupations,Utah,339710.0,3424.0,26.6,0.2,2013
"        Natural resources, construction, and maintenance occupations",Utah,118446.0,2404.0,9.3,0.2,2013
"        Production, transportation, and material moving occupations",Utah,154058.0,2809.0,12.1,0.2,2013
Civilian employed population 16 years and over,Vermont,324350.0,1823.0,100.0,,2013
"        Management, business, science, and arts occupations",Vermont,129476.0,2061.0,39.9,0.6,2013
        Service occupations,Vermont,56970.0,1570.0,17.6,0.5,2013
        Sales and office occupations,Vermont,71214.0,1781.0,22.0,0.5,2013
"        Natural resources, construction, and maintenance occupations",Vermont,33078.0,818.0,10.2,0.2,2013
"        Production, transportation, and material moving occupations",Vermont,33612.0,989.0,10.4,0.3,2013
Civilian employed population 16 years and over,Virginia,3885351.0,8538.0,100.0,,2013
"        Management, business, science, and arts occupations",Virginia,1642012.0,10166.0,42.3,0.2,2013
        Service occupations,Virginia,645769.0,5956.0,16.6,0.2,2013
        Sales and office occupations,Virginia,894954.0,6024.0,23.0,0.1,2013
"        Natural resources, construction, and maintenance occupations",Virginia,335730.0,4976.0,8.6,0.1,2013
"        Production, transportation, and material moving occupations",Virginia,366886.0,4403.0,9.4,0.1,2013
Civilian employed population 16 years and over,Washington,3149730.0,6852.0,100.0,,2013
"        Management, business, science, and arts occupations",Washington,1215919.0,7881.0,38.6,0.2,2013
        Service occupations,Washington,550824.0,5506.0,17.5,0.2,2013
        Sales and office occupations,Washington,730797.0,5340.0,23.2,0.2,2013
"        Natural resources, construction, and maintenance occupations",Washington,300472.0,4573.0,9.5,0.1,2013
"        Production, transportation, and material moving occupations",Washington,351718.0,4764.0,11.2,0.1,2013
Civilian employed population 16 years and over,West Virginia,755632.0,3844.0,100.0,,2013
"        Management, business, science, and arts occupations",West Virginia,236302.0,3405.0,31.3,0.4,2013
        Service occupations,West Virginia,141086.0,2445.0,18.7,0.3,2013
        Sales and office occupations,West Virginia,186140.0,2898.0,24.6,0.4,2013
"        Natural resources, construction, and maintenance occupations",West Virginia,93322.0,2040.0,12.4,0.3,2013
"        Production, transportation, and material moving occupations",West Virginia,98782.0,1960.0,13.1,0.3,2013
Civilian employed population 16 years and over,Wisconsin,2839636.0,6287.0,100.0,,2013
"        Management, business, science, and arts occupations",Wisconsin,963978.0,6343.0,33.9,0.2,2013
        Service occupations,Wisconsin,482179.0,3902.0,17.0,0.1,2013
        Sales and office occupations,Wisconsin,676268.0,4669.0,23.8,0.2,2013
"        Natural resources, construction, and maintenance occupations",Wisconsin,242773.0,2897.0,8.5,0.1,2013
"        Production, transportation, and material moving occupations",Wisconsin,474438.0,4259.0,16.7,0.2,2013
Civilian employed population 16 years and over,Wyoming,289823.0,1844.0,100.0,,2013
"        Management, business, science, and arts occupations",Wyoming,93917.0,1979.0,32.4,0.6,2013
        Service occupations,Wyoming,50982.0,1379.0,17.6,0.5,2013
        Sales and office occupations,Wyoming,62776.0,1570.0,21.7,0.5,2013
"        Natural resources, construction, and maintenance occupations",Wyoming,45956.0,1273.0,15.9,0.4,2013
"        Production, transportation, and material moving occupations",Wyoming,36192.0,1401.0,12.5,0.5,2013
Civilian employed population 16 years and over,Alabama,2010453.0,6237.0,100.0,,2014
"        Management, business, science, and arts occupations",Alabama,661335.0,5819.0,32.9,0.3,2014
        Service occupations,Alabama,339569.0,5192.0,16.9,0.3,2014
        Sales and office occupations,Alabama,489899.0,4458.0,24.4,0.2,2014
"        Natural resources, construction, and maintenance occupations",Alabama,203989.0,3435.0,10.1,0.2,2014
"        Production, transportation, and material moving occupations",Alabama,315661.0,3834.0,15.7,0.2,2014
Civilian employed population 16 years and over,Alaska,347983.0,2383.0,100.0,,2014
"        Management, business, science, and arts occupations",Alaska,124865.0,2115.0,35.9,0.6,2014
        Service occupations,Alaska,61535.0,1601.0,17.7,0.5,2014
        Sales and office occupations,Alaska,79255.0,1709.0,22.8,0.5,2014
"        Natural resources, construction, and maintenance occupations",Alaska,43152.0,1360.0,12.4,0.4,2014
"        Production, transportation, and material moving occupations",Alaska,39176.0,1383.0,11.3,0.4,2014
Civilian employed population 16 years and over,Arizona,2754982.0,7698.0,100.0,,2014
"        Management, business, science, and arts occupations",Arizona,969339.0,7675.0,35.2,0.3,2014
        Service occupations,Arizona,546173.0,5883.0,19.8,0.2,2014
        Sales and office occupations,Arizona,725533.0,5299.0,26.3,0.2,2014
"        Natural resources, construction, and maintenance occupations",Arizona,251532.0,4069.0,9.1,0.1,2014
"        Production, transportation, and material moving occupations",Arizona,262405.0,4370.0,9.5,0.2,2014
Civilian employed population 16 years and over,Arkansas,1251717.0,4831.0,100.0,,2014
"        Management, business, science, and arts occupations",Arkansas,395897.0,4524.0,31.6,0.3,2014
        Service occupations,Arkansas,216462.0,3696.0,17.3,0.3,2014
        Sales and office occupations,Arkansas,300354.0,3693.0,24.0,0.3,2014
"        Natural resources, construction, and maintenance occupations",Arkansas,134293.0,2363.0,10.7,0.2,2014
"        Production, transportation, and material moving occupations",Arkansas,204711.0,3004.0,16.4,0.2,2014
Civilian employed population 16 years and over,California,16890442.0,21563.0,100.0,,2014
"        Management, business, science, and arts occupations",California,6258807.0,26535.0,37.1,0.1,2014
        Service occupations,California,3159432.0,15049.0,18.7,0.1,2014
        Sales and office occupations,California,4074214.0,14148.0,24.1,0.1,2014
"        Natural resources, construction, and maintenance occupations",California,1549507.0,9882.0,9.2,0.1,2014
"        Production, transportation, and material moving occupations",California,1848482.0,10590.0,10.9,0.1,2014
Civilian employed population 16 years and over,Colorado,2560703.0,6828.0,100.0,,2014
"        Management, business, science, and arts occupations",Colorado,1026402.0,7134.0,40.1,0.2,2014
        Service occupations,Colorado,446933.0,4936.0,17.5,0.2,2014
        Sales and office occupations,Colorado,616388.0,4452.0,24.1,0.2,2014
"        Natural resources, construction, and maintenance occupations",Colorado,241032.0,3273.0,9.4,0.1,2014
"        Production, transportation, and material moving occupations",Colorado,229948.0,3241.0,9.0,0.1,2014
Civilian employed population 16 years and over,Connecticut,1766934.0,5661.0,100.0,,2014
"        Management, business, science, and arts occupations",Connecticut,729947.0,5777.0,41.3,0.3,2014
        Service occupations,Connecticut,316946.0,4843.0,17.9,0.3,2014
        Sales and office occupations,Connecticut,419718.0,3975.0,23.8,0.2,2014
"        Natural resources, construction, and maintenance occupations",Connecticut,130456.0,2348.0,7.4,0.1,2014
"        Production, transportation, and material moving occupations",Connecticut,169867.0,2501.0,9.6,0.1,2014
Civilian employed population 16 years and over,Delaware,426103.0,2480.0,100.0,,2014
"        Management, business, science, and arts occupations",Delaware,162551.0,2280.0,38.1,0.5,2014
        Service occupations,Delaware,77213.0,1994.0,18.1,0.4,2014
        Sales and office occupations,Delaware,103900.0,1839.0,24.4,0.4,2014
"        Natural resources, construction, and maintenance occupations",Delaware,36501.0,1234.0,8.6,0.3,2014
"        Production, transportation, and material moving occupations",Delaware,45938.0,1702.0,10.8,0.4,2014
Civilian employed population 16 years and over,District of Columbia,325838.0,2201.0,100.0,,2014
"        Management, business, science, and arts occupations",District of Columbia,197217.0,2316.0,60.5,0.7,2014
        Service occupations,District of Columbia,49462.0,1714.0,15.2,0.5,2014
        Sales and office occupations,District of Columbia,56393.0,1657.0,17.3,0.5,2014
"        Natural resources, construction, and maintenance occupations",District of Columbia,10082.0,940.0,3.1,0.3,2014
"        Production, transportation, and material moving occupations",District of Columbia,12684.0,757.0,3.9,0.2,2014
Civilian employed population 16 years and over,Florida,8335023.0,17240.0,100.0,,2014
"        Management, business, science, and arts occupations",Florida,2817634.0,19118.0,33.8,0.2,2014
        Service occupations,Florida,1724282.0,12294.0,20.7,0.2,2014
        Sales and office occupations,Florida,2291150.0,12144.0,27.5,0.1,2014
"        Natural resources, construction, and maintenance occupations",Florida,750501.0,7671.0,9.0,0.1,2014
"        Production, transportation, and material moving occupations",Florida,751456.0,6699.0,9.0,0.1,2014
Civilian employed population 16 years and over,Georgia,4300074.0,10441.0,100.0,,2014
"        Management, business, science, and arts occupations",Georgia,1538179.0,11534.0,35.8,0.2,2014
        Service occupations,Georgia,729694.0,6395.0,17.0,0.1,2014
        Sales and office occupations,Georgia,1075558.0,7654.0,25.0,0.2,2014
"        Natural resources, construction, and maintenance occupations",Georgia,395971.0,4938.0,9.2,0.1,2014
"        Production, transportation, and material moving occupations",Georgia,560672.0,6191.0,13.0,0.1,2014
Civilian employed population 16 years and over,Hawaii,645571.0,3140.0,100.0,,2014
"        Management, business, science, and arts occupations",Hawaii,218793.0,2937.0,33.9,0.4,2014
        Service occupations,Hawaii,146728.0,2933.0,22.7,0.4,2014
        Sales and office occupations,Hawaii,162219.0,2310.0,25.1,0.4,2014
"        Natural resources, construction, and maintenance occupations",Hawaii,62338.0,1577.0,9.7,0.2,2014
"        Production, transportation, and material moving occupations",Hawaii,55493.0,1521.0,8.6,0.2,2014
Civilian employed population 16 years and over,Idaho,703410.0,3319.0,100.0,,2014
"        Management, business, science, and arts occupations",Idaho,234583.0,3200.0,33.3,0.4,2014
        Service occupations,Idaho,126079.0,2627.0,17.9,0.4,2014
        Sales and office occupations,Idaho,171416.0,2714.0,24.4,0.4,2014
"        Natural resources, construction, and maintenance occupations",Idaho,84084.0,2256.0,12.0,0.3,2014
"        Production, transportation, and material moving occupations",Idaho,87248.0,2260.0,12.4,0.3,2014
Civilian employed population 16 years and over,Illinois,6032031.0,11023.0,100.0,,2014
"        Management, business, science, and arts occupations",Illinois,2204363.0,13140.0,36.5,0.2,2014
        Service occupations,Illinois,1048478.0,7132.0,17.4,0.1,2014
        Sales and office occupations,Illinois,1500220.0,7807.0,24.9,0.1,2014
"        Natural resources, construction, and maintenance occupations",Illinois,441705.0,3976.0,7.3,0.1,2014
"        Production, transportation, and material moving occupations",Illinois,837265.0,6586.0,13.9,0.1,2014
Civilian employed population 16 years and over,Indiana,2994736.0,9200.0,100.0,,2014
"        Management, business, science, and arts occupations",Indiana,964687.0,8372.0,32.2,0.2,2014
        Service occupations,Indiana,513303.0,5015.0,17.1,0.2,2014
        Sales and office occupations,Indiana,707351.0,5268.0,23.6,0.2,2014
"        Natural resources, construction, and maintenance occupations",Indiana,261696.0,3125.0,8.7,0.1,2014
"        Production, transportation, and material moving occupations",Indiana,547699.0,4632.0,18.3,0.2,2014
Civilian employed population 16 years and over,Iowa,1562492.0,4461.0,100.0,,2014
"        Management, business, science, and arts occupations",Iowa,536702.0,4374.0,34.3,0.2,2014
        Service occupations,Iowa,258198.0,2932.0,16.5,0.2,2014
        Sales and office occupations,Iowa,369512.0,3152.0,23.6,0.2,2014
"        Natural resources, construction, and maintenance occupations",Iowa,147530.0,2141.0,9.4,0.1,2014
"        Production, transportation, and material moving occupations",Iowa,250550.0,3053.0,16.0,0.2,2014
Civilian employed population 16 years and over,Kansas,1391836.0,4052.0,100.0,,2014
"        Management, business, science, and arts occupations",Kansas,508334.0,4041.0,36.5,0.3,2014
        Service occupations,Kansas,233218.0,2977.0,16.8,0.2,2014
        Sales and office occupations,Kansas,326044.0,3033.0,23.4,0.2,2014
"        Natural resources, construction, and maintenance occupations",Kansas,137778.0,2354.0,9.9,0.2,2014
"        Production, transportation, and material moving occupations",Kansas,186462.0,2990.0,13.4,0.2,2014
Civilian employed population 16 years and over,Kentucky,1870879.0,5618.0,100.0,,2014
"        Management, business, science, and arts occupations",Kentucky,612516.0,5539.0,32.7,0.3,2014
        Service occupations,Kentucky,313627.0,3945.0,16.8,0.2,2014
        Sales and office occupations,Kentucky,452063.0,5018.0,24.2,0.2,2014
"        Natural resources, construction, and maintenance occupations",Kentucky,181594.0,2636.0,9.7,0.1,2014
"        Production, transportation, and material moving occupations",Kentucky,311079.0,3941.0,16.6,0.2,2014
Civilian employed population 16 years and over,Louisiana,2002410.0,6653.0,100.0,,2014
"        Management, business, science, and arts occupations",Louisiana,638903.0,6357.0,31.9,0.3,2014
        Service occupations,Louisiana,384169.0,4386.0,19.2,0.2,2014
        Sales and office occupations,Louisiana,485169.0,4434.0,24.2,0.2,2014
"        Natural resources, construction, and maintenance occupations",Louisiana,244370.0,3280.0,12.2,0.2,2014
"        Production, transportation, and material moving occupations",Louisiana,249799.0,3646.0,12.5,0.2,2014
Civilian employed population 16 years and over,Maine,646438.0,2914.0,100.0,,2014
"        Management, business, science, and arts occupations",Maine,228383.0,3209.0,35.3,0.4,2014
        Service occupations,Maine,118422.0,1698.0,18.3,0.3,2014
        Sales and office occupations,Maine,155031.0,1998.0,24.0,0.3,2014
"        Natural resources, construction, and maintenance occupations",Maine,70518.0,1410.0,10.9,0.2,2014
"        Production, transportation, and material moving occupations",Maine,74084.0,1486.0,11.5,0.2,2014
Civilian employed population 16 years and over,Maryland,2949440.0,7115.0,100.0,,2014
"        Management, business, science, and arts occupations",Maryland,1311059.0,8621.0,44.5,0.3,2014
        Service occupations,Maryland,501390.0,4768.0,17.0,0.2,2014
        Sales and office occupations,Maryland,673989.0,5603.0,22.9,0.2,2014
"        Natural resources, construction, and maintenance occupations",Maryland,233699.0,3740.0,7.9,0.1,2014
"        Production, transportation, and material moving occupations",Maryland,229303.0,3302.0,7.8,0.1,2014
Civilian employed population 16 years and over,Massachusetts,3354036.0,7907.0,100.0,,2014
"        Management, business, science, and arts occupations",Massachusetts,1472402.0,9355.0,43.9,0.2,2014
        Service occupations,Massachusetts,588268.0,5069.0,17.5,0.1,2014
        Sales and office occupations,Massachusetts,767221.0,6878.0,22.9,0.2,2014
"        Natural resources, construction, and maintenance occupations",Massachusetts,232134.0,3116.0,6.9,0.1,2014
"        Production, transportation, and material moving occupations",Massachusetts,294011.0,4116.0,8.8,0.1,2014
Civilian employed population 16 years and over,Michigan,4293574.0,9941.0,100.0,,2014
"        Management, business, science, and arts occupations",Michigan,1490512.0,9514.0,34.7,0.2,2014
        Service occupations,Michigan,789547.0,5578.0,18.4,0.1,2014
        Sales and office occupations,Michigan,1033226.0,6891.0,24.1,0.1,2014
"        Natural resources, construction, and maintenance occupations",Michigan,332116.0,3163.0,7.7,0.1,2014
"        Production, transportation, and material moving occupations",Michigan,648173.0,4540.0,15.1,0.1,2014
Civilian employed population 16 years and over,Minnesota,2781933.0,5549.0,100.0,,2014
"        Management, business, science, and arts occupations",Minnesota,1089675.0,6301.0,39.2,0.2,2014
        Service occupations,Minnesota,462796.0,3915.0,16.6,0.1,2014
        Sales and office occupations,Minnesota,652184.0,4341.0,23.4,0.2,2014
"        Natural resources, construction, and maintenance occupations",Minnesota,219519.0,2623.0,7.9,0.1,2014
"        Production, transportation, and material moving occupations",Minnesota,357759.0,3561.0,12.9,0.1,2014
