label,state,estimate,moe,percent,percent moe,year
            Unemployed,Tennessee,287097.0,4471.0,5.8,0.1,2011
        Armed Forces,Tennessee,17136.0,937.0,0.3,0.1,2011
    Not in labor force,Tennessee,1856716.0,7897.0,37.3,0.2,2011
    Civilian labor force,Tennessee,3105102.0,8056.0,100.0,,2011
    Percent Unemployed,Tennessee,,,9.2,0.1,2011
Females 16 years and over,Tennessee,2582912.0,1436.0,100.0,,2011
    In labor force,Tennessee,1478486.0,5752.0,57.2,0.2,2011
        Civilian labor force,Tennessee,1476467.0,5714.0,57.2,0.2,2011
            Employed,Tennessee,1343088.0,5574.0,52.0,0.2,2011
Own children under 6 years,Tennessee,465033.0,2481.0,100.0,,2011
    All parents in family in labor force,Tennessee,298756.0,3458.0,64.2,0.6,2011
Own children 6 to 17 years,Tennessee,936148.0,3112.0,100.0,,2011
    All parents in family in labor force,Tennessee,660611.0,5050.0,70.6,0.5,2011
Population 16 years and over,Texas,18747892.0,3575.0,100.0,,2011
    In labor force,Texas,12285284.0,13805.0,65.5,0.1,2011
        Civilian labor force,Texas,12179035.0,13810.0,65.0,0.1,2011
            Employed,Texas,11288597.0,15411.0,60.2,0.1,2011
            Unemployed,Texas,890438.0,7380.0,4.7,0.1,2011
        Armed Forces,Texas,106249.0,2107.0,0.6,0.1,2011
    Not in labor force,Texas,6462608.0,14013.0,34.5,0.1,2011
    Civilian labor force,Texas,12179035.0,13810.0,100.0,,2011
    Percent Unemployed,Texas,,,7.3,0.1,2011
Females 16 years and over,Texas,9533246.0,2946.0,100.0,,2011
    In labor force,Texas,5575440.0,9445.0,58.5,0.1,2011
        Civilian labor force,Texas,5557977.0,9456.0,58.3,0.1,2011
            Employed,Texas,5150050.0,10007.0,54.0,0.1,2011
Own children under 6 years,Texas,2218192.0,5559.0,100.0,,2011
    All parents in family in labor force,Texas,1306860.0,7877.0,58.9,0.3,2011
Own children 6 to 17 years,Texas,4213815.0,8157.0,100.0,,2011
    All parents in family in labor force,Texas,2850919.0,11908.0,67.7,0.2,2011
Population 16 years and over,Utah,1948759.0,1076.0,100.0,,2011
    In labor force,Utah,1345620.0,3703.0,69.1,0.2,2011
        Civilian labor force,Utah,1338755.0,3730.0,68.7,0.2,2011
            Employed,Utah,1251302.0,3805.0,64.2,0.2,2011
            Unemployed,Utah,87453.0,2079.0,4.5,0.1,2011
        Armed Forces,Utah,6865.0,665.0,0.4,0.1,2011
    Not in labor force,Utah,603139.0,3738.0,30.9,0.2,2011
    Civilian labor force,Utah,1338755.0,3730.0,100.0,,2011
    Percent Unemployed,Utah,,,6.5,0.2,2011
Females 16 years and over,Utah,978754.0,805.0,100.0,,2011
    In labor force,Utah,591280.0,2956.0,60.4,0.3,2011
        Civilian labor force,Utah,590151.0,2952.0,60.3,0.3,2011
            Employed,Utah,553510.0,2968.0,56.6,0.3,2011
Own children under 6 years,Utah,301728.0,1545.0,100.0,,2011
    All parents in family in labor force,Utah,152225.0,2434.0,50.5,0.8,2011
Own children 6 to 17 years,Utah,521926.0,1616.0,100.0,,2011
    All parents in family in labor force,Utah,323942.0,3303.0,62.1,0.6,2011
Population 16 years and over,Vermont,511749.0,460.0,100.0,,2011
    In labor force,Vermont,351086.0,1835.0,68.6,0.3,2011
        Civilian labor force,Vermont,350506.0,1829.0,68.5,0.3,2011
            Employed,Vermont,328365.0,1962.0,64.2,0.4,2011
            Unemployed,Vermont,22141.0,815.0,4.3,0.2,2011
        Armed Forces,Vermont,580.0,135.0,0.1,0.1,2011
    Not in labor force,Vermont,160663.0,1778.0,31.4,0.3,2011
    Civilian labor force,Vermont,350506.0,1829.0,100.0,,2011
    Percent Unemployed,Vermont,,,6.3,0.2,2011
Females 16 years and over,Vermont,262003.0,390.0,100.0,,2011
    In labor force,Vermont,170770.0,1275.0,65.2,0.5,2011
        Civilian labor force,Vermont,170667.0,1291.0,65.1,0.5,2011
            Employed,Vermont,161482.0,1327.0,61.6,0.5,2011
Own children under 6 years,Vermont,37005.0,545.0,100.0,,2011
    All parents in family in labor force,Vermont,26628.0,667.0,72.0,1.4,2011
Own children 6 to 17 years,Vermont,86992.0,706.0,100.0,,2011
    All parents in family in labor force,Vermont,69856.0,1078.0,80.3,1.0,2011
Population 16 years and over,Virginia,6295555.0,1741.0,100.0,,2011
    In labor force,Virginia,4231576.0,7787.0,67.2,0.1,2011
        Civilian labor force,Virginia,4109104.0,8150.0,65.3,0.1,2011
            Employed,Virginia,3843773.0,8230.0,61.1,0.1,2011
            Unemployed,Virginia,265331.0,4087.0,4.2,0.1,2011
        Armed Forces,Virginia,122472.0,2333.0,1.9,0.1,2011
    Not in labor force,Virginia,2063979.0,7687.0,32.8,0.1,2011
    Civilian labor force,Virginia,4109104.0,8150.0,100.0,,2011
    Percent Unemployed,Virginia,,,6.5,0.1,2011
Females 16 years and over,Virginia,3238669.0,1571.0,100.0,,2011
    In labor force,Virginia,2003539.0,5644.0,61.9,0.2,2011
        Civilian labor force,Virginia,1983437.0,5972.0,61.2,0.2,2011
            Employed,Virginia,1858253.0,5706.0,57.4,0.2,2011
Own children under 6 years,Virginia,586687.0,2316.0,100.0,,2011
    All parents in family in labor force,Virginia,385608.0,3708.0,65.7,0.6,2011
Own children 6 to 17 years,Virginia,1169104.0,3044.0,100.0,,2011
    All parents in family in labor force,Virginia,849027.0,4256.0,72.6,0.4,2011
Population 16 years and over,Washington,5269197.0,1733.0,100.0,,2011
    In labor force,Washington,3474595.0,6099.0,65.9,0.1,2011
        Civilian labor force,Washington,3422024.0,6293.0,64.9,0.1,2011
            Employed,Washington,3135962.0,7384.0,59.5,0.1,2011
            Unemployed,Washington,286062.0,4157.0,5.4,0.1,2011
        Armed Forces,Washington,52571.0,1655.0,1.0,0.1,2011
    Not in labor force,Washington,1794602.0,6227.0,34.1,0.1,2011
    Civilian labor force,Washington,3422024.0,6293.0,100.0,,2011
    Percent Unemployed,Washington,,,8.4,0.1,2011
Females 16 years and over,Washington,2662939.0,1137.0,100.0,,2011
    In labor force,Washington,1600303.0,4724.0,60.1,0.2,2011
        Civilian labor force,Washington,1593768.0,4777.0,59.8,0.2,2011
            Employed,Washington,1469893.0,5159.0,55.2,0.2,2011
Own children under 6 years,Washington,499772.0,2547.0,100.0,,2011
    All parents in family in labor force,Washington,298266.0,3689.0,59.7,0.7,2011
Own children 6 to 17 years,Washington,995858.0,2698.0,100.0,,2011
    All parents in family in labor force,Washington,688760.0,4516.0,69.2,0.4,2011
Population 16 years and over,West Virginia,1504751.0,856.0,100.0,,2011
    In labor force,West Virginia,826469.0,3937.0,54.9,0.3,2011
        Civilian labor force,West Virginia,824759.0,3909.0,54.8,0.3,2011
            Employed,West Virginia,762595.0,3826.0,50.7,0.3,2011
            Unemployed,West Virginia,62164.0,2036.0,4.1,0.1,2011
        Armed Forces,West Virginia,1710.0,275.0,0.1,0.1,2011
    Not in labor force,West Virginia,678282.0,3922.0,45.1,0.3,2011
    Civilian labor force,West Virginia,824759.0,3909.0,100.0,,2011
    Percent Unemployed,West Virginia,,,7.5,0.2,2011
Females 16 years and over,West Virginia,770658.0,862.0,100.0,,2011
    In labor force,West Virginia,384919.0,2598.0,49.9,0.3,2011
        Civilian labor force,West Virginia,384730.0,2598.0,49.9,0.3,2011
            Employed,West Virginia,360146.0,2491.0,46.7,0.3,2011
Own children under 6 years,West Virginia,118697.0,1129.0,100.0,,2011
    All parents in family in labor force,West Virginia,68593.0,1522.0,57.8,1.3,2011
Own children 6 to 17 years,West Virginia,242887.0,1455.0,100.0,,2011
    All parents in family in labor force,West Virginia,154515.0,2785.0,63.6,1.0,2011
Population 16 years and over,Wisconsin,4487568.0,1437.0,100.0,,2011
    In labor force,Wisconsin,3084116.0,5738.0,68.7,0.1,2011
        Civilian labor force,Wisconsin,3079790.0,5762.0,68.6,0.1,2011
            Employed,Wisconsin,2859925.0,6870.0,63.7,0.1,2011
            Unemployed,Wisconsin,219865.0,3408.0,4.9,0.1,2011
        Armed Forces,Wisconsin,4326.0,372.0,0.1,0.1,2011
    Not in labor force,Wisconsin,1403452.0,5537.0,31.3,0.1,2011
    Civilian labor force,Wisconsin,3079790.0,5762.0,100.0,,2011
    Percent Unemployed,Wisconsin,,,7.1,0.1,2011
Females 16 years and over,Wisconsin,2278418.0,1280.0,100.0,,2011
    In labor force,Wisconsin,1476235.0,3844.0,64.8,0.2,2011
        Civilian labor force,Wisconsin,1475532.0,3846.0,64.8,0.2,2011
            Employed,Wisconsin,1384003.0,4068.0,60.7,0.2,2011
Own children under 6 years,Wisconsin,416079.0,1758.0,100.0,,2011
    All parents in family in labor force,Wisconsin,302962.0,2804.0,72.8,0.6,2011
Own children 6 to 17 years,Wisconsin,867532.0,2037.0,100.0,,2011
    All parents in family in labor force,Wisconsin,675945.0,3885.0,77.9,0.4,2011
Population 16 years and over,Wyoming,436090.0,532.0,100.0,,2011
    In labor force,Wyoming,304922.0,1724.0,69.9,0.4,2011
        Civilian labor force,Wyoming,301807.0,1803.0,69.2,0.4,2011
            Employed,Wyoming,287634.0,1769.0,66.0,0.4,2011
            Unemployed,Wyoming,14173.0,886.0,3.3,0.2,2011
        Armed Forces,Wyoming,3115.0,412.0,0.7,0.1,2011
    Not in labor force,Wyoming,131168.0,1819.0,30.1,0.4,2011
    Civilian labor force,Wyoming,301807.0,1803.0,100.0,,2011
    Percent Unemployed,Wyoming,,,4.7,0.3,2011
Females 16 years and over,Wyoming,215058.0,450.0,100.0,,2011
    In labor force,Wyoming,137250.0,1296.0,63.8,0.6,2011
        Civilian labor force,Wyoming,136696.0,1301.0,63.6,0.6,2011
            Employed,Wyoming,130423.0,1321.0,60.6,0.6,2011
Own children under 6 years,Wyoming,45243.0,671.0,100.0,,2011
    All parents in family in labor force,Wyoming,28518.0,1093.0,63.0,2.1,2011
Own children 6 to 17 years,Wyoming,81196.0,722.0,100.0,,2011
    All parents in family in labor force,Wyoming,61496.0,1147.0,75.7,1.4,2011
Population 16 years and over,Alabama,3779457.0,1500.0,100.0,,2012
    In labor force,Alabama,2265008.0,5900.0,59.9,0.2,2012
        Civilian labor force,Alabama,2248665.0,5933.0,59.5,0.2,2012
            Employed,Alabama,2017887.0,6610.0,53.4,0.2,2012
            Unemployed,Alabama,230778.0,3298.0,6.1,0.1,2012
        Armed Forces,Alabama,16343.0,955.0,0.4,0.1,2012
    Not in labor force,Alabama,1514449.0,5644.0,40.1,0.2,2012
    Civilian labor force,Alabama,2248665.0,5933.0,100.0,,2012
    Percent Unemployed,Alabama,,,10.3,0.1,2012
Females 16 years and over,Alabama,1972199.0,1047.0,100.0,,2012
    In labor force,Alabama,1074255.0,4077.0,54.5,0.2,2012
        Civilian labor force,Alabama,1071803.0,4067.0,54.3,0.2,2012
            Employed,Alabama,960434.0,4620.0,48.7,0.2,2012
Own children under 6 years,Alabama,347979.0,1775.0,100.0,,2012
    All parents in family in labor force,Alabama,224280.0,2676.0,64.5,0.7,2012
Own children 6 to 17 years,Alabama,714772.0,2229.0,100.0,,2012
    All parents in family in labor force,Alabama,501117.0,4430.0,70.1,0.6,2012
Population 16 years and over,Alaska,545497.0,570.0,100.0,,2012
    In labor force,Alaska,389890.0,1910.0,71.5,0.3,2012
        Civilian labor force,Alaska,372484.0,1940.0,68.3,0.3,2012
            Employed,Alaska,341115.0,2245.0,62.5,0.4,2012
            Unemployed,Alaska,31369.0,1241.0,5.8,0.2,2012
        Armed Forces,Alaska,17406.0,693.0,3.2,0.1,2012
    Not in labor force,Alaska,155607.0,1900.0,28.5,0.3,2012
    Civilian labor force,Alaska,372484.0,1940.0,100.0,,2012
    Percent Unemployed,Alaska,,,8.4,0.3,2012
Females 16 years and over,Alaska,261248.0,445.0,100.0,,2012
    In labor force,Alaska,173809.0,1457.0,66.5,0.6,2012
        Civilian labor force,Alaska,171704.0,1377.0,65.7,0.5,2012
            Employed,Alaska,159818.0,1460.0,61.2,0.6,2012
Own children under 6 years,Alaska,61566.0,758.0,100.0,,2012
    All parents in family in labor force,Alaska,37145.0,1036.0,60.3,1.6,2012
Own children 6 to 17 years,Alaska,115850.0,908.0,100.0,,2012
    All parents in family in labor force,Alaska,79992.0,1775.0,69.0,1.4,2012
Population 16 years and over,Arizona,4967615.0,1895.0,100.0,,2012
    In labor force,Arizona,3049419.0,8211.0,61.4,0.2,2012
        Civilian labor force,Arizona,3029669.0,8113.0,61.0,0.2,2012
            Employed,Arizona,2733537.0,7585.0,55.0,0.2,2012
            Unemployed,Arizona,296132.0,4613.0,6.0,0.1,2012
        Armed Forces,Arizona,19750.0,985.0,0.4,0.1,2012
    Not in labor force,Arizona,1918196.0,8453.0,38.6,0.2,2012
    Civilian labor force,Arizona,3029669.0,8113.0,100.0,,2012
    Percent Unemployed,Arizona,,,9.8,0.1,2012
Females 16 years and over,Arizona,2516608.0,1162.0,100.0,,2012
    In labor force,Arizona,1409513.0,5724.0,56.0,0.2,2012
        Civilian labor force,Arizona,1406746.0,5650.0,55.9,0.2,2012
            Employed,Arizona,1278068.0,5394.0,50.8,0.2,2012
Own children under 6 years,Arizona,526186.0,2678.0,100.0,,2012
    All parents in family in labor force,Arizona,315950.0,4050.0,60.0,0.7,2012
Own children 6 to 17 years,Arizona,1012945.0,3273.0,100.0,,2012
    All parents in family in labor force,Arizona,685327.0,5819.0,67.7,0.5,2012
Population 16 years and over,Arkansas,2285328.0,1147.0,100.0,,2012
    In labor force,Arkansas,1377211.0,4863.0,60.3,0.2,2012
        Civilian labor force,Arkansas,1370423.0,4962.0,60.0,0.2,2012
            Employed,Arkansas,1253069.0,5264.0,54.8,0.2,2012
            Unemployed,Arkansas,117354.0,2956.0,5.1,0.1,2012
        Armed Forces,Arkansas,6788.0,606.0,0.3,0.1,2012
    Not in labor force,Arkansas,908117.0,4855.0,39.7,0.2,2012
    Civilian labor force,Arkansas,1370423.0,4962.0,100.0,,2012
    Percent Unemployed,Arkansas,,,8.6,0.2,2012
Females 16 years and over,Arkansas,1176898.0,1098.0,100.0,,2012
    In labor force,Arkansas,651709.0,3282.0,55.4,0.3,2012
        Civilian labor force,Arkansas,650944.0,3313.0,55.3,0.3,2012
            Employed,Arkansas,597858.0,3559.0,50.8,0.3,2012
Own children under 6 years,Arkansas,224843.0,1826.0,100.0,,2012
    All parents in family in labor force,Arkansas,147037.0,2083.0,65.4,0.9,2012
Own children 6 to 17 years,Arkansas,438713.0,1987.0,100.0,,2012
    All parents in family in labor force,Arkansas,309937.0,3441.0,70.6,0.7,2012
Population 16 years and over,California,29163075.0,4124.0,100.0,,2012
    In labor force,California,18821426.0,20899.0,64.5,0.1,2012
        Civilian labor force,California,18673806.0,20722.0,64.0,0.1,2012
            Employed,California,16614362.0,21043.0,57.0,0.1,2012
            Unemployed,California,2059444.0,11931.0,7.1,0.1,2012
        Armed Forces,California,147620.0,2583.0,0.5,0.1,2012
    Not in labor force,California,10341649.0,21051.0,35.5,0.1,2012
    Civilian labor force,California,18673806.0,20722.0,100.0,,2012
    Percent Unemployed,California,,,11.0,0.1,2012
Females 16 years and over,California,14773175.0,3088.0,100.0,,2012
    In labor force,California,8591238.0,14064.0,58.2,0.1,2012
        Civilian labor force,California,8574181.0,14176.0,58.0,0.1,2012
            Employed,California,7647135.0,14783.0,51.8,0.1,2012
Own children under 6 years,California,2938955.0,6008.0,100.0,,2012
    All parents in family in labor force,California,1792724.0,10889.0,61.0,0.3,2012
Own children 6 to 17 years,California,5899787.0,6503.0,100.0,,2012
    All parents in family in labor force,California,3957607.0,11677.0,67.1,0.2,2012
Population 16 years and over,Colorado,3955983.0,1383.0,100.0,,2012
    In labor force,Colorado,2749557.0,5713.0,69.5,0.1,2012
        Civilian labor force,Colorado,2717391.0,5802.0,68.7,0.1,2012
            Employed,Colorado,2498972.0,6444.0,63.2,0.2,2012
            Unemployed,Colorado,218419.0,3273.0,5.5,0.1,2012
        Armed Forces,Colorado,32166.0,1038.0,0.8,0.1,2012
    Not in labor force,Colorado,1206426.0,5777.0,30.5,0.1,2012
    Civilian labor force,Colorado,2717391.0,5802.0,100.0,,2012
    Percent Unemployed,Colorado,,,8.0,0.1,2012
Females 16 years and over,Colorado,1982968.0,1036.0,100.0,,2012
    In labor force,Colorado,1262827.0,4482.0,63.7,0.2,2012
        Civilian labor force,Colorado,1257974.0,4619.0,63.4,0.2,2012
            Employed,Colorado,1163035.0,5019.0,58.7,0.3,2012
Own children under 6 years,Colorado,398706.0,1850.0,100.0,,2012
    All parents in family in labor force,Colorado,248925.0,3186.0,62.4,0.8,2012
Own children 6 to 17 years,Colorado,771291.0,2356.0,100.0,,2012
    All parents in family in labor force,Colorado,547995.0,4484.0,71.0,0.5,2012
Population 16 years and over,Connecticut,2859923.0,1046.0,100.0,,2012
    In labor force,Connecticut,1949251.0,5170.0,68.2,0.2,2012
        Civilian labor force,Connecticut,1940413.0,5172.0,67.8,0.2,2012
            Employed,Connecticut,1762707.0,5695.0,61.6,0.2,2012
            Unemployed,Connecticut,177706.0,2922.0,6.2,0.1,2012
        Armed Forces,Connecticut,8838.0,503.0,0.3,0.1,2012
    Not in labor force,Connecticut,910672.0,5149.0,31.8,0.2,2012
    Civilian labor force,Connecticut,1940413.0,5172.0,100.0,,2012
    Percent Unemployed,Connecticut,,,9.2,0.2,2012
Females 16 years and over,Connecticut,1485439.0,817.0,100.0,,2012
    In labor force,Connecticut,939279.0,3351.0,63.2,0.2,2012
        Civilian labor force,Connecticut,938290.0,3375.0,63.2,0.2,2012
            Employed,Connecticut,857567.0,3673.0,57.7,0.2,2012
Own children under 6 years,Connecticut,236010.0,1577.0,100.0,,2012
    All parents in family in labor force,Connecticut,162617.0,2489.0,68.9,0.9,2012
Own children 6 to 17 years,Connecticut,547742.0,1754.0,100.0,,2012
    All parents in family in labor force,Connecticut,414277.0,3397.0,75.6,0.6,2012
Population 16 years and over,Delaware,718553.0,657.0,100.0,,2012
    In labor force,Delaware,464607.0,2681.0,64.7,0.4,2012
        Civilian labor force,Delaware,460810.0,2649.0,64.1,0.4,2012
            Employed,Delaware,422219.0,2705.0,58.8,0.4,2012
            Unemployed,Delaware,38591.0,1331.0,5.4,0.2,2012
        Armed Forces,Delaware,3797.0,459.0,0.5,0.1,2012
    Not in labor force,Delaware,253946.0,2706.0,35.3,0.4,2012
    Civilian labor force,Delaware,460810.0,2649.0,100.0,,2012
    Percent Unemployed,Delaware,,,8.4,0.3,2012
Females 16 years and over,Delaware,374993.0,465.0,100.0,,2012
    In labor force,Delaware,227746.0,2016.0,60.7,0.5,2012
        Civilian labor force,Delaware,227154.0,1999.0,60.6,0.5,2012
            Employed,Delaware,209563.0,2142.0,55.9,0.6,2012
Own children under 6 years,Delaware,63953.0,728.0,100.0,,2012
    All parents in family in labor force,Delaware,45764.0,1282.0,71.6,1.7,2012
Own children 6 to 17 years,Delaware,129870.0,969.0,100.0,,2012
    All parents in family in labor force,Delaware,100096.0,1765.0,77.1,1.2,2012
Population 16 years and over,District of Columbia,513352.0,401.0,100.0,,2012
    In labor force,District of Columbia,348010.0,2095.0,67.8,0.4,2012
        Civilian labor force,District of Columbia,344830.0,2072.0,67.2,0.4,2012
            Employed,District of Columbia,308602.0,2074.0,60.1,0.4,2012
            Unemployed,District of Columbia,36228.0,1380.0,7.1,0.3,2012
        Armed Forces,District of Columbia,3180.0,319.0,0.6,0.1,2012
    Not in labor force,District of Columbia,165342.0,2143.0,32.2,0.4,2012
    Civilian labor force,District of Columbia,344830.0,2072.0,100.0,,2012
    Percent Unemployed,District of Columbia,,,10.5,0.4,2012
Females 16 years and over,District of Columbia,273656.0,360.0,100.0,,2012
    In labor force,District of Columbia,177961.0,1484.0,65.0,0.5,2012
        Civilian labor force,District of Columbia,177564.0,1496.0,64.9,0.5,2012
            Employed,District of Columbia,159768.0,1615.0,58.4,0.6,2012
Own children under 6 years,District of Columbia,38582.0,741.0,100.0,,2012
    All parents in family in labor force,District of Columbia,27523.0,971.0,71.3,2.3,2012
Own children 6 to 17 years,District of Columbia,58106.0,781.0,100.0,,2012
    All parents in family in labor force,District of Columbia,44374.0,1262.0,76.4,2.0,2012
Population 16 years and over,Florida,15364895.0,3300.0,100.0,,2012
    In labor force,Florida,9328439.0,14273.0,60.7,0.1,2012
        Civilian labor force,Florida,9270826.0,14169.0,60.3,0.1,2012
            Employed,Florida,8220927.0,14177.0,53.5,0.1,2012
            Unemployed,Florida,1049899.0,7979.0,6.8,0.1,2012
        Armed Forces,Florida,57613.0,1988.0,0.4,0.1,2012
    Not in labor force,Florida,6036456.0,13821.0,39.3,0.1,2012
    Civilian labor force,Florida,9270826.0,14169.0,100.0,,2012
    Percent Unemployed,Florida,,,11.3,0.1,2012
Females 16 years and over,Florida,7931123.0,2472.0,100.0,,2012
    In labor force,Florida,4457137.0,8836.0,56.2,0.1,2012
        Civilian labor force,Florida,4448124.0,8870.0,56.1,0.1,2012
            Employed,Florida,3971214.0,9570.0,50.1,0.1,2012
Own children under 6 years,Florida,1242909.0,3406.0,100.0,,2012
    All parents in family in labor force,Florida,842810.0,6023.0,67.8,0.5,2012
Own children 6 to 17 years,Florida,2553236.0,4858.0,100.0,,2012
    All parents in family in labor force,Florida,1871751.0,7952.0,73.3,0.3,2012
Population 16 years and over,Georgia,7508748.0,2395.0,100.0,,2012
    In labor force,Georgia,4844814.0,9798.0,64.5,0.1,2012
        Civilian labor force,Georgia,4789521.0,9957.0,63.8,0.1,2012
            Employed,Georgia,4277991.0,11079.0,57.0,0.1,2012
            Unemployed,Georgia,511530.0,6202.0,6.8,0.1,2012
        Armed Forces,Georgia,55293.0,1639.0,0.7,0.1,2012
    Not in labor force,Georgia,2663934.0,9923.0,35.5,0.1,2012
    Civilian labor force,Georgia,4789521.0,9957.0,100.0,,2012
    Percent Unemployed,Georgia,,,10.7,0.1,2012
Females 16 years and over,Georgia,3888575.0,1910.0,100.0,,2012
    In labor force,Georgia,2304320.0,6467.0,59.3,0.2,2012
        Civilian labor force,Georgia,2297364.0,6449.0,59.1,0.2,2012
            Employed,Georgia,2053520.0,7180.0,52.8,0.2,2012
Own children under 6 years,Georgia,790437.0,3502.0,100.0,,2012
    All parents in family in labor force,Georgia,510255.0,5191.0,64.6,0.6,2012
Own children 6 to 17 years,Georgia,1556072.0,4411.0,100.0,,2012
    All parents in family in labor force,Georgia,1119669.0,6166.0,72.0,0.3,2012
Population 16 years and over,Hawaii,1093852.0,690.0,100.0,,2012
    In labor force,Hawaii,727728.0,2899.0,66.5,0.3,2012
        Civilian labor force,Hawaii,688508.0,3344.0,62.9,0.3,2012
            Employed,Hawaii,642284.0,3390.0,58.7,0.3,2012
            Unemployed,Hawaii,46224.0,1637.0,4.2,0.1,2012
        Armed Forces,Hawaii,39220.0,1226.0,3.6,0.1,2012
    Not in labor force,Hawaii,366124.0,2986.0,33.5,0.3,2012
    Civilian labor force,Hawaii,688508.0,3344.0,100.0,,2012
    Percent Unemployed,Hawaii,,,6.7,0.2,2012
Females 16 years and over,Hawaii,548823.0,472.0,100.0,,2012
    In labor force,Hawaii,335762.0,2230.0,61.2,0.4,2012
        Civilian labor force,Hawaii,330757.0,2254.0,60.3,0.4,2012
            Employed,Hawaii,311658.0,2283.0,56.8,0.4,2012
Own children under 6 years,Hawaii,99565.0,934.0,100.0,,2012
    All parents in family in labor force,Hawaii,65920.0,1539.0,66.2,1.3,2012
Own children 6 to 17 years,Hawaii,185784.0,1343.0,100.0,,2012
    All parents in family in labor force,Hawaii,140177.0,2168.0,75.5,0.9,2012
Population 16 years and over,Idaho,1188341.0,867.0,100.0,,2012
    In labor force,Idaho,767626.0,3544.0,64.6,0.3,2012
        Civilian labor force,Idaho,763991.0,3561.0,64.3,0.3,2012
            Employed,Idaho,698702.0,3306.0,58.8,0.3,2012
            Unemployed,Idaho,65289.0,1883.0,5.5,0.2,2012
        Armed Forces,Idaho,3635.0,423.0,0.3,0.1,2012
    Not in labor force,Idaho,420715.0,3543.0,35.4,0.3,2012
    Civilian labor force,Idaho,763991.0,3561.0,100.0,,2012
    Percent Unemployed,Idaho,,,8.5,0.2,2012
Females 16 years and over,Idaho,596488.0,772.0,100.0,,2012
    In labor force,Idaho,349676.0,2796.0,58.6,0.5,2012
        Civilian labor force,Idaho,349194.0,2776.0,58.5,0.5,2012
            Employed,Idaho,322400.0,2722.0,54.0,0.4,2012
Own children under 6 years,Idaho,140659.0,1236.0,100.0,,2012
    All parents in family in labor force,Idaho,80695.0,1740.0,57.4,1.2,2012
Own children 6 to 17 years,Idaho,268251.0,1647.0,100.0,,2012
    All parents in family in labor force,Idaho,182903.0,2479.0,68.2,0.9,2012
Population 16 years and over,Illinois,10079433.0,2454.0,100.0,,2012
    In labor force,Illinois,6719976.0,9993.0,66.7,0.1,2012
        Civilian labor force,Illinois,6699317.0,9829.0,66.5,0.1,2012
            Employed,Illinois,6035426.0,10791.0,59.9,0.1,2012
            Unemployed,Illinois,663891.0,5964.0,6.6,0.1,2012
        Armed Forces,Illinois,20659.0,865.0,0.2,0.1,2012
    Not in labor force,Illinois,3359457.0,10497.0,33.3,0.1,2012
    Civilian labor force,Illinois,6699317.0,9829.0,100.0,,2012
    Percent Unemployed,Illinois,,,9.9,0.1,2012
Females 16 years and over,Illinois,5189942.0,1760.0,100.0,,2012
    In labor force,Illinois,3188293.0,7538.0,61.4,0.1,2012
        Civilian labor force,Illinois,3185100.0,7645.0,61.4,0.1,2012
            Employed,Illinois,2890445.0,7518.0,55.7,0.1,2012
Own children under 6 years,Illinois,970469.0,2609.0,100.0,,2012
    All parents in family in labor force,Illinois,643128.0,5349.0,66.3,0.5,2012
Own children 6 to 17 years,Illinois,2017943.0,4110.0,100.0,,2012
    All parents in family in labor force,Illinois,1460999.0,6402.0,72.4,0.3,2012
Population 16 years and over,Indiana,5067379.0,1653.0,100.0,,2012
    In labor force,Indiana,3292887.0,7122.0,65.0,0.1,2012
        Civilian labor force,Indiana,3288210.0,7114.0,64.9,0.1,2012
            Employed,Indiana,2978847.0,8091.0,58.8,0.2,2012
            Unemployed,Indiana,309363.0,3707.0,6.1,0.1,2012
        Armed Forces,Indiana,4677.0,551.0,0.1,0.1,2012
    Not in labor force,Indiana,1774492.0,7198.0,35.0,0.1,2012
    Civilian labor force,Indiana,3288210.0,7114.0,100.0,,2012
    Percent Unemployed,Indiana,,,9.4,0.1,2012
Females 16 years and over,Indiana,2600819.0,1477.0,100.0,,2012
    In labor force,Indiana,1560424.0,4556.0,60.0,0.2,2012
        Civilian labor force,Indiana,1559698.0,4534.0,60.0,0.2,2012
            Employed,Indiana,1421720.0,4947.0,54.7,0.2,2012
Own children under 6 years,Indiana,498592.0,2306.0,100.0,,2012
    All parents in family in labor force,Indiana,334953.0,3514.0,67.2,0.6,2012
Own children 6 to 17 years,Indiana,1021547.0,2826.0,100.0,,2012
    All parents in family in labor force,Indiana,747390.0,4770.0,73.2,0.4,2012
Population 16 years and over,Iowa,2405664.0,1206.0,100.0,,2012
    In labor force,Iowa,1651480.0,3349.0,68.6,0.1,2012
        Civilian labor force,Iowa,1649007.0,3410.0,68.5,0.1,2012
            Employed,Iowa,1557331.0,4175.0,64.7,0.2,2012
            Unemployed,Iowa,91676.0,2026.0,3.8,0.1,2012
        Armed Forces,Iowa,2473.0,370.0,0.1,0.1,2012
    Not in labor force,Iowa,754184.0,3216.0,31.4,0.1,2012
    Civilian labor force,Iowa,1649007.0,3410.0,100.0,,2012
    Percent Unemployed,Iowa,,,5.6,0.1,2012
Females 16 years and over,Iowa,1226048.0,931.0,100.0,,2012
    In labor force,Iowa,787537.0,2319.0,64.2,0.2,2012
        Civilian labor force,Iowa,787115.0,2332.0,64.2,0.2,2012
            Employed,Iowa,747734.0,2628.0,61.0,0.2,2012
Own children under 6 years,Iowa,232656.0,1309.0,100.0,,2012
