label,state,estimate,moe,percent,percent moe,year
Related children under 18 years,Pennsylvania,,,18.4,0.3,2013
Related children under 5 years,Pennsylvania,,,22.1,0.5,2013
Related children 5 to 17 years,Pennsylvania,,,17.1,0.3,2013
18 years and over,Pennsylvania,,,11.8,0.1,2013
18 to 64 years,Pennsylvania,,,12.6,0.1,2013
65 years and over,Pennsylvania,,,8.3,0.1,2013
        People in families,Pennsylvania,,,10.3,0.1,2013
Unrelated individuals 15 years and over,Pennsylvania,,,25.5,0.2,2013
    All families,Puerto Rico,,,41.2,0.3,2013
With related children under 18 years,Puerto Rico,,,51.3,0.5,2013
With related children under 5 years only,Puerto Rico,,,51.7,1.4,2013
    Married couple families,Puerto Rico,,,29.7,0.4,2013
With related children under 18 years,Puerto Rico,,,33.6,0.7,2013
With related children under 5 years only,Puerto Rico,,,32.2,1.9,2013
"    Families with female householder, no husband present",Puerto Rico,,,58.1,0.6,2013
With related children under 18 years,Puerto Rico,,,68.6,0.7,2013
With related children under 5 years only,Puerto Rico,,,70.5,2.2,2013
    All people,Puerto Rico,,,45.1,0.3,2013
Under 18 years,Puerto Rico,,,56.9,0.4,2013
Related children under 18 years,Puerto Rico,,,56.7,0.5,2013
Related children under 5 years,Puerto Rico,,,61.2,0.9,2013
Related children 5 to 17 years,Puerto Rico,,,55.3,0.5,2013
18 years and over,Puerto Rico,,,41.4,0.3,2013
18 to 64 years,Puerto Rico,,,41.9,0.3,2013
65 years and over,Puerto Rico,,,39.7,0.5,2013
        People in families,Puerto Rico,,,43.3,0.3,2013
Unrelated individuals 15 years and over,Puerto Rico,,,56.4,0.5,2013
    All families,Rhode Island,,,9.6,0.4,2013
With related children under 18 years,Rhode Island,,,16.2,0.8,2013
With related children under 5 years only,Rhode Island,,,15.8,1.9,2013
    Married couple families,Rhode Island,,,3.9,0.3,2013
With related children under 18 years,Rhode Island,,,5.6,0.6,2013
With related children under 5 years only,Rhode Island,,,3.7,1.1,2013
"    Families with female householder, no husband present",Rhode Island,,,27.4,1.5,2013
With related children under 18 years,Rhode Island,,,37.7,2.1,2013
With related children under 5 years only,Rhode Island,,,43.7,5.4,2013
    All people,Rhode Island,,,13.6,0.4,2013
Under 18 years,Rhode Island,,,19.5,0.9,2013
Related children under 18 years,Rhode Island,,,19.2,0.9,2013
Related children under 5 years,Rhode Island,,,23.0,1.5,2013
Related children 5 to 17 years,Rhode Island,,,17.8,1.0,2013
18 years and over,Rhode Island,,,12.0,0.3,2013
18 to 64 years,Rhode Island,,,12.6,0.4,2013
65 years and over,Rhode Island,,,9.1,0.6,2013
        People in families,Rhode Island,,,10.5,0.5,2013
Unrelated individuals 15 years and over,Rhode Island,,,25.0,0.7,2013
    All families,South Carolina,,,13.7,0.2,2013
With related children under 18 years,South Carolina,,,22.0,0.4,2013
With related children under 5 years only,South Carolina,,,25.5,1.1,2013
    Married couple families,South Carolina,,,6.0,0.2,2013
With related children under 18 years,South Carolina,,,8.8,0.4,2013
With related children under 5 years only,South Carolina,,,8.8,0.8,2013
"    Families with female householder, no husband present",South Carolina,,,36.2,0.6,2013
With related children under 18 years,South Carolina,,,45.5,0.9,2013
With related children under 5 years only,South Carolina,,,54.9,2.2,2013
    All people,South Carolina,,,18.1,0.2,2013
Under 18 years,South Carolina,,,26.4,0.5,2013
Related children under 18 years,South Carolina,,,26.1,0.5,2013
Related children under 5 years,South Carolina,,,32.1,0.8,2013
Related children 5 to 17 years,South Carolina,,,23.8,0.5,2013
18 years and over,South Carolina,,,15.5,0.2,2013
18 to 64 years,South Carolina,,,16.8,0.2,2013
65 years and over,South Carolina,,,10.3,0.2,2013
        People in families,South Carolina,,,15.6,0.3,2013
Unrelated individuals 15 years and over,South Carolina,,,29.6,0.4,2013
    All families,South Dakota,,,9.1,0.3,2013
With related children under 18 years,South Dakota,,,15.0,0.7,2013
With related children under 5 years only,South Dakota,,,18.1,1.8,2013
    Married couple families,South Dakota,,,4.0,0.3,2013
With related children under 18 years,South Dakota,,,5.9,0.6,2013
With related children under 5 years only,South Dakota,,,5.4,1.2,2013
"    Families with female householder, no husband present",South Dakota,,,31.8,1.9,2013
With related children under 18 years,South Dakota,,,37.9,2.1,2013
With related children under 5 years only,South Dakota,,,47.4,4.7,2013
    All people,South Dakota,,,14.1,0.3,2013
Under 18 years,South Dakota,,,18.2,0.8,2013
Related children under 18 years,South Dakota,,,17.7,0.8,2013
Related children under 5 years,South Dakota,,,22.8,1.2,2013
Related children 5 to 17 years,South Dakota,,,15.7,0.8,2013
18 years and over,South Dakota,,,12.7,0.3,2013
18 to 64 years,South Dakota,,,13.1,0.3,2013
65 years and over,South Dakota,,,11.0,0.6,2013
        People in families,South Dakota,,,10.8,0.4,2013
Unrelated individuals 15 years and over,South Dakota,,,26.7,0.8,2013
    All families,Tennessee,,,13.3,0.2,2013
With related children under 18 years,Tennessee,,,21.4,0.4,2013
With related children under 5 years only,Tennessee,,,24.2,0.9,2013
    Married couple families,Tennessee,,,6.7,0.2,2013
With related children under 18 years,Tennessee,,,9.9,0.3,2013
With related children under 5 years only,Tennessee,,,10.0,0.8,2013
"    Families with female householder, no husband present",Tennessee,,,35.1,0.6,2013
With related children under 18 years,Tennessee,,,45.5,0.8,2013
With related children under 5 years only,Tennessee,,,55.1,1.8,2013
    All people,Tennessee,,,17.6,0.2,2013
Under 18 years,Tennessee,,,25.3,0.5,2013
Related children under 18 years,Tennessee,,,25.0,0.5,2013
Related children under 5 years,Tennessee,,,29.9,0.8,2013
Related children 5 to 17 years,Tennessee,,,23.2,0.5,2013
18 years and over,Tennessee,,,15.3,0.2,2013
18 to 64 years,Tennessee,,,16.4,0.2,2013
65 years and over,Tennessee,,,10.2,0.2,2013
        People in families,Tennessee,,,15.1,0.3,2013
Unrelated individuals 15 years and over,Tennessee,,,29.5,0.3,2013
    All families,Texas,,,13.7,0.1,2013
With related children under 18 years,Texas,,,20.3,0.2,2013
With related children under 5 years only,Texas,,,19.6,0.4,2013
    Married couple families,Texas,,,7.8,0.1,2013
With related children under 18 years,Texas,,,11.4,0.2,2013
With related children under 5 years only,Texas,,,9.3,0.3,2013
"    Families with female householder, no husband present",Texas,,,33.2,0.3,2013
With related children under 18 years,Texas,,,41.7,0.4,2013
With related children under 5 years only,Texas,,,46.1,1.0,2013
    All people,Texas,,,17.6,0.1,2013
Under 18 years,Texas,,,25.3,0.3,2013
Related children under 18 years,Texas,,,25.0,0.3,2013
Related children under 5 years,Texas,,,28.3,0.4,2013
Related children 5 to 17 years,Texas,,,23.8,0.3,2013
18 years and over,Texas,,,14.8,0.1,2013
18 to 64 years,Texas,,,15.4,0.1,2013
65 years and over,Texas,,,11.3,0.2,2013
        People in families,Texas,,,16.0,0.1,2013
Unrelated individuals 15 years and over,Texas,,,26.8,0.2,2013
    All families,Utah,,,9.3,0.2,2013
With related children under 18 years,Utah,,,12.9,0.4,2013
With related children under 5 years only,Utah,,,13.3,0.8,2013
    Married couple families,Utah,,,5.9,0.2,2013
With related children under 18 years,Utah,,,7.9,0.3,2013
With related children under 5 years only,Utah,,,8.1,0.7,2013
"    Families with female householder, no husband present",Utah,,,27.8,1.0,2013
With related children under 18 years,Utah,,,35.7,1.3,2013
With related children under 5 years only,Utah,,,41.7,4.0,2013
    All people,Utah,,,12.7,0.3,2013
Under 18 years,Utah,,,14.7,0.4,2013
Related children under 18 years,Utah,,,14.4,0.4,2013
Related children under 5 years,Utah,,,15.9,0.6,2013
Related children 5 to 17 years,Utah,,,13.8,0.5,2013
18 years and over,Utah,,,11.7,0.2,2013
18 to 64 years,Utah,,,12.6,0.3,2013
65 years and over,Utah,,,6.5,0.3,2013
        People in families,Utah,,,10.1,0.3,2013
Unrelated individuals 15 years and over,Utah,,,29.5,0.6,2013
    All families,Vermont,,,7.6,0.4,2013
With related children under 18 years,Vermont,,,13.4,0.7,2013
With related children under 5 years only,Vermont,,,17.8,2.1,2013
    Married couple families,Vermont,,,3.2,0.3,2013
With related children under 18 years,Vermont,,,4.5,0.4,2013
With related children under 5 years only,Vermont,,,4.6,1.3,2013
"    Families with female householder, no husband present",Vermont,,,28.5,1.9,2013
With related children under 18 years,Vermont,,,37.4,2.2,2013
With related children under 5 years only,Vermont,,,50.5,4.3,2013
    All people,Vermont,,,11.8,0.4,2013
Under 18 years,Vermont,,,14.8,0.8,2013
Related children under 18 years,Vermont,,,14.2,0.9,2013
Related children under 5 years,Vermont,,,19.6,1.7,2013
Related children 5 to 17 years,Vermont,,,12.4,0.9,2013
18 years and over,Vermont,,,11.0,0.3,2013
18 to 64 years,Vermont,,,11.8,0.4,2013
65 years and over,Vermont,,,7.5,0.4,2013
        People in families,Vermont,,,7.9,0.4,2013
Unrelated individuals 15 years and over,Vermont,,,24.5,0.7,2013
    All families,Virginia,,,8.0,0.1,2013
With related children under 18 years,Virginia,,,12.6,0.3,2013
With related children under 5 years only,Virginia,,,13.4,0.6,2013
    Married couple families,Virginia,,,3.6,0.1,2013
With related children under 18 years,Virginia,,,4.9,0.2,2013
With related children under 5 years only,Virginia,,,4.3,0.4,2013
"    Families with female householder, no husband present",Virginia,,,24.8,0.6,2013
With related children under 18 years,Virginia,,,33.2,0.8,2013
With related children under 5 years only,Virginia,,,39.6,1.8,2013
    All people,Virginia,,,11.3,0.2,2013
Under 18 years,Virginia,,,14.9,0.3,2013
Related children under 18 years,Virginia,,,14.6,0.3,2013
Related children under 5 years,Virginia,,,17.2,0.6,2013
Related children 5 to 17 years,Virginia,,,13.6,0.4,2013
18 years and over,Virginia,,,10.2,0.1,2013
18 to 64 years,Virginia,,,10.7,0.1,2013
65 years and over,Virginia,,,7.7,0.2,2013
        People in families,Virginia,,,8.7,0.2,2013
Unrelated individuals 15 years and over,Virginia,,,22.8,0.2,2013
    All families,Washington,,,9.0,0.2,2013
With related children under 18 years,Washington,,,14.6,0.3,2013
With related children under 5 years only,Washington,,,15.6,0.6,2013
    Married couple families,Washington,,,4.6,0.1,2013
With related children under 18 years,Washington,,,7.0,0.2,2013
With related children under 5 years only,Washington,,,6.0,0.4,2013
"    Families with female householder, no husband present",Washington,,,28.2,0.7,2013
With related children under 18 years,Washington,,,36.7,0.9,2013
With related children under 5 years only,Washington,,,46.0,1.9,2013
    All people,Washington,,,13.4,0.2,2013
Under 18 years,Washington,,,17.8,0.4,2013
Related children under 18 years,Washington,,,17.3,0.4,2013
Related children under 5 years,Washington,,,20.1,0.5,2013
Related children 5 to 17 years,Washington,,,16.3,0.4,2013
18 years and over,Washington,,,12.0,0.1,2013
18 to 64 years,Washington,,,12.8,0.2,2013
65 years and over,Washington,,,7.8,0.2,2013
        People in families,Washington,,,10.3,0.2,2013
Unrelated individuals 15 years and over,Washington,,,24.9,0.3,2013
    All families,West Virginia,,,13.0,0.3,2013
With related children under 18 years,West Virginia,,,22.2,0.6,2013
With related children under 5 years only,West Virginia,,,27.3,1.6,2013
    Married couple families,West Virginia,,,7.0,0.3,2013
With related children under 18 years,West Virginia,,,10.7,0.6,2013
With related children under 5 years only,West Virginia,,,11.8,1.4,2013
"    Families with female householder, no husband present",West Virginia,,,36.7,1.1,2013
With related children under 18 years,West Virginia,,,50.2,1.5,2013
With related children under 5 years only,West Virginia,,,63.7,3.7,2013
    All people,West Virginia,,,17.9,0.3,2013
Under 18 years,West Virginia,,,25.0,0.7,2013
Related children under 18 years,West Virginia,,,24.6,0.7,2013
Related children under 5 years,West Virginia,,,30.1,1.3,2013
Related children 5 to 17 years,West Virginia,,,22.6,0.7,2013
18 years and over,West Virginia,,,16.0,0.2,2013
18 to 64 years,West Virginia,,,17.6,0.3,2013
65 years and over,West Virginia,,,9.6,0.3,2013
        People in families,West Virginia,,,14.2,0.3,2013
Unrelated individuals 15 years and over,West Virginia,,,33.0,0.6,2013
    All families,Wisconsin,,,8.8,0.2,2013
With related children under 18 years,Wisconsin,,,15.1,0.3,2013
With related children under 5 years only,Wisconsin,,,17.2,0.7,2013
    Married couple families,Wisconsin,,,3.6,0.1,2013
With related children under 18 years,Wisconsin,,,5.5,0.2,2013
With related children under 5 years only,Wisconsin,,,5.0,0.5,2013
"    Families with female householder, no husband present",Wisconsin,,,31.2,0.6,2013
With related children under 18 years,Wisconsin,,,40.0,0.9,2013
With related children under 5 years only,Wisconsin,,,50.2,1.8,2013
    All people,Wisconsin,,,13.0,0.2,2013
Under 18 years,Wisconsin,,,18.1,0.4,2013
Related children under 18 years,Wisconsin,,,17.7,0.4,2013
Related children under 5 years,Wisconsin,,,21.6,0.5,2013
Related children 5 to 17 years,Wisconsin,,,16.3,0.4,2013
18 years and over,Wisconsin,,,11.5,0.1,2013
18 to 64 years,Wisconsin,,,12.3,0.1,2013
65 years and over,Wisconsin,,,7.8,0.2,2013
        People in families,Wisconsin,,,10.0,0.2,2013
Unrelated individuals 15 years and over,Wisconsin,,,24.8,0.3,2013
    All families,Wyoming,,,7.7,0.5,2013
With related children under 18 years,Wyoming,,,12.9,0.8,2013
With related children under 5 years only,Wyoming,,,14.4,1.8,2013
    Married couple families,Wyoming,,,3.7,0.3,2013
With related children under 18 years,Wyoming,,,5.7,0.6,2013
With related children under 5 years only,Wyoming,,,5.5,1.4,2013
"    Families with female householder, no husband present",Wyoming,,,31.0,2.2,2013
With related children under 18 years,Wyoming,,,38.5,2.4,2013
With related children under 5 years only,Wyoming,,,51.1,6.2,2013
    All people,Wyoming,,,11.5,0.5,2013
Under 18 years,Wyoming,,,15.7,1.1,2013
Related children under 18 years,Wyoming,,,15.3,1.1,2013
Related children under 5 years,Wyoming,,,18.9,1.8,2013
Related children 5 to 17 years,Wyoming,,,13.9,1.2,2013
18 years and over,Wyoming,,,10.1,0.4,2013
18 to 64 years,Wyoming,,,10.9,0.4,2013
65 years and over,Wyoming,,,6.4,0.6,2013
        People in families,Wyoming,,,8.8,0.5,2013
Unrelated individuals 15 years and over,Wyoming,,,22.4,1.0,2013
    All families,Alabama,,,14.6,0.2,2014
With related children under 18 years,Alabama,,,23.5,0.3,2014
With related children under 5 years only,Alabama,,,24.8,1.0,2014
    Married couple families,Alabama,,,6.4,0.2,2014
With related children under 18 years,Alabama,,,9.4,0.4,2014
With related children under 5 years only,Alabama,,,8.9,0.9,2014
"    Families with female householder, no husband present",Alabama,,,38.5,0.7,2014
With related children under 18 years,Alabama,,,49.6,0.8,2014
With related children under 5 years only,Alabama,,,54.0,2.0,2014
    All people,Alabama,,,18.9,0.2,2014
Under 18 years,Alabama,,,27.5,0.4,2014
Related children under 18 years,Alabama,,,27.3,0.4,2014
Related children under 5 years,Alabama,,,31.5,0.7,2014
Related children 5 to 17 years,Alabama,,,25.7,0.5,2014
18 years and over,Alabama,,,16.3,0.2,2014
18 to 64 years,Alabama,,,17.6,0.2,2014
65 years and over,Alabama,,,10.8,0.2,2014
        People in families,Alabama,,,16.4,0.2,2014
Unrelated individuals 15 years and over,Alabama,,,31.3,0.4,2014
    All families,Alaska,,,7.0,0.3,2014
With related children under 18 years,Alaska,,,11.2,0.6,2014
With related children under 5 years only,Alaska,,,13.8,1.9,2014
    Married couple families,Alaska,,,3.0,0.3,2014
With related children under 18 years,Alaska,,,4.4,0.6,2014
With related children under 5 years only,Alaska,,,3.9,1.4,2014
"    Families with female householder, no husband present",Alaska,,,21.5,1.2,2014
With related children under 18 years,Alaska,,,27.4,1.7,2014
With related children under 5 years only,Alaska,,,40.2,5.0,2014
    All people,Alaska,,,10.1,0.3,2014
Under 18 years,Alaska,,,13.8,0.8,2014
Related children under 18 years,Alaska,,,13.4,0.8,2014
Related children under 5 years,Alaska,,,16.0,1.1,2014
Related children 5 to 17 years,Alaska,,,12.4,0.9,2014
18 years and over,Alaska,,,8.8,0.3,2014
18 to 64 years,Alaska,,,9.3,0.3,2014
65 years and over,Alaska,,,5.1,0.5,2014
        People in families,Alaska,,,8.0,0.4,2014
Unrelated individuals 15 years and over,Alaska,,,18.2,0.6,2014
    All families,Arizona,,,13.3,0.2,2014
With related children under 18 years,Arizona,,,21.1,0.4,2014
With related children under 5 years only,Arizona,,,20.3,0.8,2014
    Married couple families,Arizona,,,7.6,0.2,2014
With related children under 18 years,Arizona,,,12.2,0.4,2014
With related children under 5 years only,Arizona,,,10.3,0.8,2014
"    Families with female householder, no husband present",Arizona,,,31.7,0.7,2014
With related children under 18 years,Arizona,,,39.9,0.9,2014
With related children under 5 years only,Arizona,,,42.9,2.0,2014
    All people,Arizona,,,18.2,0.3,2014
Under 18 years,Arizona,,,25.9,0.5,2014
Related children under 18 years,Arizona,,,25.5,0.5,2014
Related children under 5 years,Arizona,,,28.7,0.8,2014
Related children 5 to 17 years,Arizona,,,24.3,0.5,2014
18 years and over,Arizona,,,15.7,0.2,2014
18 to 64 years,Arizona,,,17.5,0.2,2014
65 years and over,Arizona,,,8.6,0.2,2014
        People in families,Arizona,,,16.1,0.3,2014
Unrelated individuals 15 years and over,Arizona,,,27.3,0.3,2014
    All families,Arkansas,,,14.3,0.3,2014
With related children under 18 years,Arkansas,,,23.2,0.5,2014
With related children under 5 years only,Arkansas,,,26.0,1.3,2014
    Married couple families,Arkansas,,,7.1,0.2,2014
With related children under 18 years,Arkansas,,,10.9,0.5,2014
With related children under 5 years only,Arkansas,,,11.0,1.1,2014
"    Families with female householder, no husband present",Arkansas,,,38.0,0.8,2014
With related children under 18 years,Arkansas,,,48.3,1.0,2014
With related children under 5 years only,Arkansas,,,55.2,2.5,2014
    All people,Arkansas,,,19.2,0.3,2014
Under 18 years,Arkansas,,,27.7,0.6,2014
Related children under 18 years,Arkansas,,,27.3,0.6,2014
Related children under 5 years,Arkansas,,,31.9,1.1,2014
Related children 5 to 17 years,Arkansas,,,25.5,0.6,2014
18 years and over,Arkansas,,,16.5,0.3,2014
18 to 64 years,Arkansas,,,17.9,0.3,2014
65 years and over,Arkansas,,,10.5,0.3,2014
        People in families,Arkansas,,,16.4,0.3,2014
Unrelated individuals 15 years and over,Arkansas,,,32.4,0.5,2014
    All families,California,,,12.3,0.1,2014
With related children under 18 years,California,,,18.3,0.2,2014
With related children under 5 years only,California,,,15.9,0.3,2014
    Married couple families,California,,,7.4,0.1,2014
With related children under 18 years,California,,,10.8,0.1,2014
With related children under 5 years only,California,,,7.1,0.2,2014
"    Families with female householder, no husband present",California,,,27.9,0.2,2014
With related children under 18 years,California,,,37.8,0.3,2014
With related children under 5 years only,California,,,40.6,1.1,2014
    All people,California,,,16.4,0.1,2014
Under 18 years,California,,,22.7,0.2,2014
Related children under 18 years,California,,,22.4,0.2,2014
Related children under 5 years,California,,,24.1,0.3,2014
Related children 5 to 17 years,California,,,21.7,0.2,2014
18 years and over,California,,,14.4,0.1,2014
18 to 64 years,California,,,15.1,0.1,2014
65 years and over,California,,,10.2,0.1,2014
        People in families,California,,,13.9,0.1,2014
Unrelated individuals 15 years and over,California,,,28.0,0.2,2014
    All families,Colorado,,,8.8,0.2,2014
With related children under 18 years,Colorado,,,14.0,0.3,2014
With related children under 5 years only,Colorado,,,14.7,0.7,2014
    Married couple families,Colorado,,,4.6,0.1,2014
With related children under 18 years,Colorado,,,7.0,0.2,2014
With related children under 5 years only,Colorado,,,6.4,0.6,2014
"    Families with female householder, no husband present",Colorado,,,26.9,0.7,2014
With related children under 18 years,Colorado,,,34.8,0.8,2014
With related children under 5 years only,Colorado,,,43.7,2.4,2014
    All people,Colorado,,,13.1,0.2,2014
Under 18 years,Colorado,,,17.1,0.4,2014
Related children under 18 years,Colorado,,,16.8,0.4,2014
Related children under 5 years,Colorado,,,19.9,0.6,2014
Related children 5 to 17 years,Colorado,,,15.6,0.4,2014
18 years and over,Colorado,,,11.8,0.1,2014
18 to 64 years,Colorado,,,12.6,0.2,2014
65 years and over,Colorado,,,7.6,0.3,2014
        People in families,Colorado,,,10.2,0.2,2014
Unrelated individuals 15 years and over,Colorado,,,24.1,0.3,2014
    All families,Connecticut,,,7.5,0.2,2014
With related children under 18 years,Connecticut,,,12.0,0.4,2014
With related children under 5 years only,Connecticut,,,12.6,0.9,2014
    Married couple families,Connecticut,,,3.0,0.2,2014
With related children under 18 years,Connecticut,,,4.0,0.3,2014
With related children under 5 years only,Connecticut,,,3.9,0.7,2014
"    Families with female householder, no husband present",Connecticut,,,23.6,0.7,2014
With related children under 18 years,Connecticut,,,31.3,0.9,2014
With related children under 5 years only,Connecticut,,,37.6,2.7,2014
    All people,Connecticut,,,10.5,0.2,2014
Under 18 years,Connecticut,,,14.0,0.4,2014
Related children under 18 years,Connecticut,,,13.7,0.4,2014
Related children under 5 years,Connecticut,,,16.8,0.8,2014
Related children 5 to 17 years,Connecticut,,,12.7,0.4,2014
18 years and over,Connecticut,,,9.4,0.2,2014
18 to 64 years,Connecticut,,,10.0,0.2,2014
65 years and over,Connecticut,,,7.1,0.3,2014
        People in families,Connecticut,,,8.0,0.2,2014
Unrelated individuals 15 years and over,Connecticut,,,21.4,0.4,2014
    All families,Delaware,,,8.2,0.3,2014
With related children under 18 years,Delaware,,,13.7,0.7,2014
With related children under 5 years only,Delaware,,,13.8,1.8,2014
    Married couple families,Delaware,,,3.4,0.3,2014
With related children under 18 years,Delaware,,,5.2,0.5,2014
With related children under 5 years only,Delaware,,,4.3,1.4,2014
"    Families with female householder, no husband present",Delaware,,,23.3,1.4,2014
With related children under 18 years,Delaware,,,30.5,1.9,2014
With related children under 5 years only,Delaware,,,33.6,4.7,2014
    All people,Delaware,,,12.0,0.4,2014
Under 18 years,Delaware,,,17.4,0.9,2014
Related children under 18 years,Delaware,,,17.1,0.9,2014
Related children under 5 years,Delaware,,,20.8,1.5,2014
Related children 5 to 17 years,Delaware,,,15.7,1.0,2014
18 years and over,Delaware,,,10.4,0.3,2014
18 to 64 years,Delaware,,,11.3,0.4,2014
65 years and over,Delaware,,,7.1,0.5,2014
        People in families,Delaware,,,9.3,0.4,2014
Unrelated individuals 15 years and over,Delaware,,,23.8,0.8,2014
    All families,District of Columbia,,,14.3,0.7,2014
With related children under 18 years,District of Columbia,,,22.0,1.2,2014
With related children under 5 years only,District of Columbia,,,14.7,2.1,2014
    Married couple families,District of Columbia,,,3.9,0.6,2014
With related children under 18 years,District of Columbia,,,5.1,1.1,2014
With related children under 5 years only,District of Columbia,,,3.1,1.3,2014
"    Families with female householder, no husband present",District of Columbia,,,29.3,1.4,2014
With related children under 18 years,District of Columbia,,,38.1,2.1,2014
With related children under 5 years only,District of Columbia,,,38.8,5.3,2014
    All people,District of Columbia,,,18.2,0.5,2014
Under 18 years,District of Columbia,,,27.5,1.6,2014
Related children under 18 years,District of Columbia,,,27.3,1.6,2014
Related children under 5 years,District of Columbia,,,24.7,2.1,2014
Related children 5 to 17 years,District of Columbia,,,28.8,1.9,2014
18 years and over,District of Columbia,,,16.2,0.4,2014
18 to 64 years,District of Columbia,,,16.6,0.5,2014
65 years and over,District of Columbia,,,13.8,0.9,2014
        People in families,District of Columbia,,,16.4,0.8,2014
Unrelated individuals 15 years and over,District of Columbia,,,21.1,0.6,2014
    All families,Florida,,,12.2,0.1,2014
With related children under 18 years,Florida,,,19.9,0.3,2014
With related children under 5 years only,Florida,,,19.3,0.5,2014
    Married couple families,Florida,,,6.7,0.1,2014
With related children under 18 years,Florida,,,10.0,0.2,2014
With related children under 5 years only,Florida,,,8.0,0.4,2014
"    Families with female householder, no husband present",Florida,,,29.2,0.4,2014
With related children under 18 years,Florida,,,38.6,0.5,2014
With related children under 5 years only,Florida,,,41.3,1.2,2014
    All people,Florida,,,16.7,0.1,2014
Under 18 years,Florida,,,24.1,0.3,2014
Related children under 18 years,Florida,,,23.8,0.3,2014
Related children under 5 years,Florida,,,26.9,0.5,2014
Related children 5 to 17 years,Florida,,,22.6,0.3,2014
18 years and over,Florida,,,14.7,0.1,2014
18 to 64 years,Florida,,,16.1,0.1,2014
65 years and over,Florida,,,10.2,0.1,2014
        People in families,Florida,,,13.9,0.2,2014
Unrelated individuals 15 years and over,Florida,,,27.5,0.2,2014
    All families,Georgia,,,14.2,0.2,2014
With related children under 18 years,Georgia,,,21.1,0.3,2014
With related children under 5 years only,Georgia,,,21.4,0.7,2014
    Married couple families,Georgia,,,6.9,0.1,2014
With related children under 18 years,Georgia,,,9.8,0.3,2014
With related children under 5 years only,Georgia,,,7.8,0.6,2014
"    Families with female householder, no husband present",Georgia,,,34.9,0.5,2014
With related children under 18 years,Georgia,,,43.5,0.7,2014
With related children under 5 years only,Georgia,,,49.9,1.5,2014
    All people,Georgia,,,18.5,0.2,2014
Under 18 years,Georgia,,,25.9,0.4,2014
Related children under 18 years,Georgia,,,25.7,0.4,2014
Related children under 5 years,Georgia,,,29.7,0.6,2014
Related children 5 to 17 years,Georgia,,,24.2,0.4,2014
18 years and over,Georgia,,,15.9,0.2,2014
18 to 64 years,Georgia,,,16.9,0.2,2014
65 years and over,Georgia,,,10.8,0.2,2014
        People in families,Georgia,,,16.2,0.2,2014
Unrelated individuals 15 years and over,Georgia,,,29.5,0.3,2014
    All families,Hawaii,,,7.8,0.3,2014
With related children under 18 years,Hawaii,,,11.9,0.6,2014
With related children under 5 years only,Hawaii,,,11.0,1.2,2014
    Married couple families,Hawaii,,,4.5,0.3,2014
With related children under 18 years,Hawaii,,,5.7,0.5,2014
With related children under 5 years only,Hawaii,,,3.9,1.1,2014
"    Families with female householder, no husband present",Hawaii,,,20.4,1.3,2014
With related children under 18 years,Hawaii,,,30.1,1.9,2014
With related children under 5 years only,Hawaii,,,33.5,4.6,2014
    All people,Hawaii,,,11.3,0.3,2014
Under 18 years,Hawaii,,,15.4,0.8,2014
Related children under 18 years,Hawaii,,,14.9,0.8,2014
Related children under 5 years,Hawaii,,,15.4,1.2,2014
Related children 5 to 17 years,Hawaii,,,14.7,0.9,2014
18 years and over,Hawaii,,,10.2,0.3,2014
18 to 64 years,Hawaii,,,10.9,0.3,2014
65 years and over,Hawaii,,,7.4,0.5,2014
        People in families,Hawaii,,,8.4,0.4,2014
Unrelated individuals 15 years and over,Hawaii,,,24.9,0.7,2014
    All families,Idaho,,,11.0,0.3,2014
With related children under 18 years,Idaho,,,17.2,0.6,2014
With related children under 5 years only,Idaho,,,21.4,1.5,2014
    Married couple families,Idaho,,,6.6,0.3,2014
With related children under 18 years,Idaho,,,9.6,0.5,2014
With related children under 5 years only,Idaho,,,12.3,1.4,2014
"    Families with female householder, no husband present",Idaho,,,33.2,1.4,2014
With related children under 18 years,Idaho,,,43.0,1.8,2014
With related children under 5 years only,Idaho,,,51.9,4.4,2014
    All people,Idaho,,,15.6,0.4,2014
Under 18 years,Idaho,,,19.4,0.8,2014
Related children under 18 years,Idaho,,,19.1,0.8,2014
Related children under 5 years,Idaho,,,22.8,1.1,2014
Related children 5 to 17 years,Idaho,,,17.7,0.9,2014
18 years and over,Idaho,,,14.2,0.3,2014
18 to 64 years,Idaho,,,15.5,0.3,2014
65 years and over,Idaho,,,8.4,0.5,2014
        People in families,Idaho,,,12.4,0.4,2014
Unrelated individuals 15 years and over,Idaho,,,31.5,0.7,2014
    All families,Illinois,,,10.5,0.1,2014
With related children under 18 years,Illinois,,,16.8,0.2,2014
With related children under 5 years only,Illinois,,,17.0,0.5,2014
    Married couple families,Illinois,,,4.8,0.1,2014
With related children under 18 years,Illinois,,,7.3,0.2,2014
With related children under 5 years only,Illinois,,,5.6,0.5,2014
"    Families with female householder, no husband present",Illinois,,,30.2,0.4,2014
With related children under 18 years,Illinois,,,40.3,0.5,2014
With related children under 5 years only,Illinois,,,47.6,1.5,2014
    All people,Illinois,,,14.4,0.1,2014
Under 18 years,Illinois,,,20.4,0.3,2014
Related children under 18 years,Illinois,,,20.1,0.3,2014
Related children under 5 years,Illinois,,,22.8,0.5,2014
Related children 5 to 17 years,Illinois,,,19.1,0.3,2014
18 years and over,Illinois,,,12.5,0.1,2014
